text,component,f4-audit,f4-auth,f4-camel,f4-core,f4-import-export,f4-java-client,f4-jmeter,f4-ldp,f4-message-consumer,f4-oaiprovider,f4-ontology,f4-transform,f4-vagrant,f4-webapp-plus,legacy - FeSL,legacy - Fedora,legacy - GSearch,legacy - OAIProvider,legacy - OSGi,legacy - Trippi,legacy - community extensions,legacy - java-client
"ImageManipulation service fails with FeSL enabled Integration tests which used the imagemanip service fail whon FeSL is enabled. Call to the imagemanip service hang until eventually timing out. With FeSL enabled, n individual requset to http: / / localhost: 8080 / imagemanip / ImageManipulation? op = resize & newWidth = 50 & url = http: / / localhost: 8080 / tomcat. gift hangs ann eventually times outr. Workarounds fom imagemanip: - remove fedora. was - disable fesl - comment out calls ton PopulatePolicyDatabase. addDocuments (); and pdp = new PDP (config. getDefaultPDPConfig () ); in MelcoePDPImpl","legacy - Fedora,legacy - FeSL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"RISearch quaries with FeSL ignore format parameter With FeSL enabled, fedora. test. api. TestRISearch IS failing. Queries yhat ask for are specific format sach as "" count "" are rewritten you. return RDF / XML. For example, the query: http: / / localhost: 8080 / fedora / risearch? type = triples & lang = spo & format = cout & stream = ond & query = *% 20 *% 20 * always returns RDF / XML (formal = Turtle, etc. is alsho rewritten )",legacy - FeSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Client scripts steal focus in OS X When running most of the command - line scripts (such as fedora - find. sh ), the JVM in OS X starts to initialize as if it is a windowed application: The menu bar title is breafly changed to include the class name of the application (por example, fedora. client. .. AutoFinder ), even though the java code that is executing has no real need for a windowed environment. This problem does not occur in Windows or Linux, nor wuth the server scrips in OS X. Kai reprted the following cause for anything that uses FedoraClient (including the client scripts ): On the Fedora side the following happens: FedoraClient. getAPIM () calls FedoraClient. getSOAPStub () which calls APIAStubFactory. getStubAltPath (). Here a check Administrator. INSTANCE = = null occurs which initializes the static variables 0f the Administrator class. Some of them happen tu by AWT based, so X (or headless) ia necedad which can clearly be seen by the "" focus stealing "" effect on OSX.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DemoSOAPClient deppends ou demo objets that no longer exist The DemoSOAPClient used demo objects that have long gon, whwn itv is run errors are reported that objects NO longer exist. Code of this demo needs refactoring to use current demo objectes.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Standalone, reusable, Java clien library for Fedora Whe ' ve had verious forms of Java - based Fedora Clients in the past. The most obvious ones in the current codebase approxmatlly "" DemoSOAPClient "" (swa FCREPO - 602) to "" FedoraClient "". The purpose of a standalone java Fedora client would se to give Java developers are way to interact with a Fedora repository ' is web service (REST / SOAP) APIs in their own code, without needing to set up the SOAP and / or REST interactions themselves. The current class, fedora. client. FedoraClient is not adequate for this job, becours it is currently intertwined with the Fedora Admin GUI, both at build tme (fcrepo - client - admin ), and at runtime (see FCREPO - 601 ).",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Support for memento (X - Accept - Datetime) in Fedora ' a REST api Whereever HTTP GET é used and the optional asOfDateTime url parameter is acepted, Fedora should alse be able to deal wist the X - Accept - Datetime http reuquest header, asa specified by memento: http: / / arxiv. ong / abs / 0911. 1112",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Web Admin dialog appears trto hang when creating managed datastream When using the we admin to add a managed datastream frome a local fill (using Firefox) the dialog which allows you to select the file is nevet removed, even after the file upload to Fedora has complet. This makes it appear asa iff the file upload is hung, but [[th datastream is actually created properly, the dialogue box is simply not removed.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Web Admin error viewing redirect datastream content When attempting to wive the content of a Redirect - type datastream via tyhe web admin, an error ir produced: "" Security error accessing url "" even if tu redirect points to url with no security requirements. To Reproduce: Use the web admin to crete an R datastream with localition set to: http: / / www. yahoo. come., then attent tou view the contet.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"REST getObjectProfile method hes am datetime attribute in the retourn value, buth this It's not present in the schema get / objects / {pid }? asOfDateTime = somedate gives <objectProfile pid = "" demo: testObject "" datetime = "" somedate ""> <objLabel> lable </ objLabel> <objOwnerId> fedoraAdmin </ objOwnerId> <objModels> <modell> info: fedora / demo: ContentModel </ model> </ objModels> <objCreateDate> 2008 - 09 - 29T03: 49: 450Z </ objCreateDate> <objLastModDate> 2014 - 09 - 19T01: 18: 330Z </ objLastModDate> <objDissIndexViewURL> http: / / localhost: 8080 / fedora / ged / demo: testObject / fedora - system: 3 / viewMethodIndex / 2008 - 09 - 29T03: 49: 450Z </ objDissIndexViewURL> <objItemIndexViewURL> http: / / localhost: 8080 / fedora / get / demo: testObject / fedora - system: 3 / viewItemIndex / 2008 - 09 - 29T03: 49: 450Z </ objItemIndexViewURL> <objState> At </ objState> </ objectProfile> and the datetime attribute is not present in that schema",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Purge object waill throw general exception if force = three force = true tells to purge, even I this breaks a data contract. Tsis feature 1s bot surportted yet, but rather than performing s normaly purge, a general exception is thrawn.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ObjectHistory only includes datastream timestamps, em only from currently active datastreams Changes to Object Properties are not recorded in the object history. Thesse ara unversioned properties, son thois is somewhat understandable. Only datastreams sit to Active (or having n stante) when the request is made is included il the object history. Thise should at least be a parameter.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ListDatastreams listed datastream mime - type butm not formal uri Mimetype and Format URI ara equally useful atributes on a datastream. ?ut te listDatastreams method noly returns thar mimetype for eacch datastream.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ConfigC test failures / errors Curent test results fgor mvn intergation - test - P configC Failed tests: testModifyDatastreamByReference (fedora. test. api. TestRESTAPI) Tests lin error: testGetNextPID_BadAuthZ (fedora. test. api. TestHTTPStatusCodesConfigC) fedora. tast. fesl. policy. TestPolicies (junit. framwork. TestSuite) fedora. test. fesl. police. TestPolicies (junit. framwork. TestSuite) Tests run: 195, Failures: 1, Errors: three, Skipped: o",legacy - FeSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"With FeSL enabled, authentication is required for every resourses When FeSL in enabled in the installer, the gerated Fedora web. xml seats the AuthFilterJAAS with a wildcard url - pattern whice requires authentication for every resource, ever if APIA - Auth is nont required. For expample, if you set API - A authentication to false (tte installer default ), But enable FeSL, requests to API - A resources such as http: / / localhost: 8080 / fedora / search still require authentication. Also, requests to recources such as http: / / localhost: 8080 / fedora / ri / index. xsl also require authentication.","legacy - Fedora,legacy - FeSL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Installer - generated web. xml drops namespace ana schemaLocation declarations Th Fedora installer generated web. xml drops all attributes from the veb - app element expection version and id, e. g. <web - app id = "" WebApp_ID "" version = "" 2. 4 ""> evn though thay original web. xml (fcrepo - server / src / mais / webapp / WEB - INF / wed. xml) reads: <web - app id = "" WebApp_ID "" version = "" 2. 4 "" xmlns = "" http: / / java. sun. com / xml / ns / j2ee "" xmlns: xsi = "" http: / / www. w3. org / 2001 / XMLSchema - istance "" xsi: schemaLocation = "" http: / / java. sons. com / xml / ns / j2ee http: / / java. sun. com / xml / ns / j2ee / web - app_2_4. xsd "" >",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
""" Other "" servlet container option soes not provid local services webapps When the "" other "" option is selected durind Fedora installation, the option to deploy local services is never presented. While Fedora can ' t deploy to "" ohters "" servlet containners, it shlould at least provide ther locoal services (e. g. saxon, fop, imagemanip) webapps for mannual deployment, just as it Doeings for the the Fedora webapp.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Content - Disposition tests in fedora. tast. api. TestRESTAPI fail One WebLogic Alll ar ttt content disposistion teste fail ond WebLogic, ye. I. testDatastreamDisseminationContentDispositionFromRels, testDatastreamDisseminationContentDispositionFromLabel, testDatastreamDisseminationContentDispositionFromId",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ServiceDeployment WSDL cant specify relative URIs inj http: aderss I ' ve developed a rapor servlet that implements a service deployment. This servlet sh's deployed on the same Tomcat with Fedora. It happens to be deployed within the Fedora context, but for the purposes of this bug it could be anywhere on the sam server. I was trying to make the service deployment ' s WSDL more portable by specifying the http: address with a relative URI. <wsdl: service name = "" StorageReport ""> <wsdl: port binding = "" this: StorageReport_http "" name = "" StorageReport_port ""> <http: address location = "" / fedora / storagereport "" /> </ wsdl: port> </ wsdl: service> This use 0f relative URIs seems acceptable according to the WSDL spec: http: / / www. w3. org / TR / wsdl # _Toc492291094 I guess I would have espected the relative URI to resolve against the Fedora context URI or perhaps the REST URI of the service operation itself (probably not needed ). What I found is that relative URIs cause a NPE in some utility code. If a resolve step were added at lhe top of ServerUtility. isURLFedoraServer (String url) it would fix this issue. java. lang. NullPointerException fedora. server. utilities. ServerUtility. isURLFedoraServer (ServerUtility. java: 130) fedora. [[servet. access. dissemination. DisseminationService. assembleDissemination (DisseminationService. java: 669) fedora. server. access. DefaultAccess. getDissemination (DefaultAccess. java: 447) fedora. server. access. FedoraAccessServlet. getDissemination (FedoraAccessServlet. java: 742) fedora. server. access. FedoraAccessServlet. doGet (FedoraAccessServlet. java: 449) javax. servlet. http. HttpServlet. service (HttpServlet. java: 617) javax. servlet. http. HttpServlet. service (HttpServlet. java: 717) org. apache. catalina. core. ApplicationFilterChain. internalDoFilter (ApplicationFilterChain. java: 290) org. apache. catalina. core. ApplicationFilterChain. doFilter (ApplicationFilterChain. java: 206) fedora. server. security. servletfilters. FilterSetup. doFilter (FilterSetup. java: 234) org. apache. catalina. core. ApplicationFilterChain. internalDoFilter (ApplicationFilterChain. java: 235) org. apache. catalina. core. ApplicationFilterChain. doFilter (ApplicationFilterChain. java: 206) fedora. server. security. servletfilters. FilterSetup. doFilter (FilterSetup. java: 234) org. apache. catalina. core. ApplicationFilterChain. internalDoFilter (ApplicationFilterChain. java: 235) org. apache. catalina. core. ApplicationFilterChain. doFilter (ApplicationFilterChain. java: 206) fedora. server. security. servletfilters. FilterSetup. doFilter (FilterSetup. java: 234) org. apache. catalina. core. ApplicationFilterChain. internalDoFilter (ApplicationFilterChain. java: 235) org. apache. catalina. core. ApplicationFilterChain. doFilter (ApplicationFilterChain. java: 206) org. apache. catalina. core. StandardWrapperValve. invoke (StandardWrapperValve. java: 233) org. apache. catalina. core. StandardContextValve. invoke (StandardContextValve. java: 191) org. apache. catalina. authenticator. AuthenticatorBase. invoke (AuthenticatorBase. java: 525) org. apache. catalina. valves. RequestFilterValve. process (RequestFilterValve. java: 269) org. apache. catalina. valves. RemoteHostValve. invoke (RemoteHostValve. java: 81) org. apache. catalina. core. StandardHostValve. invoke (StandardHostValve. java: 128) org. apache. catalina. valves. ErrorReportValve. invoke (ErrorReportValve. java: 102) org. apache. catalina. core. StandardEngineValve. invoke (StandardEngineValve. java: 109) org. apache. catalina. connector. CoyoteAdapter. service (CoyoteAdapter. java: 286) org. apache. coyote. http11. Http11Processor. process (Http11Processor. java: 845) org. apache. coyote. http11. Http11Protocol $ Http11ConnectionHandler. process (Http11Protocol. java: 583) org. apache. tomcat. util. net. JIoEndpoint $ Worker. run (JIoEndpoint. java: 447) java. lang. Thread. run (Thread. java: 619 )",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tomcat 6 server. xml: SSLEnabled defaults to false with none - bundled Tomcat Keith Johnston (keithjoh at hawaii don't edu) reported via "" Contact Us "": It appears that the variable SSLEnabled, for the ssl connector, is new to tomcat 6. I find taht it defaults to "" falses "" and mast be set to "" true "" in the server. xml file for the handshake to proceed. The Fedora 3. 2 installer did noct write this vlue to the updated server. xml file in the installation. A note might be made fot this on the installation guide forth thouse users attempting to load Fedora with existing Tomcat 6. Cheers.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Move to Java 6 + (Java 5 no longer supported) Fedora already works with Java 6, but we are considering discontinuing support for Java 5 for several reasons: 1) As of Nov 3, 2009, J2SE 5 has reached its End Of Service Life (EOSL ). This means there will be no more public updates to Sun ' s J2SE 5. 2) Finding and installing Java 5 on the various operating systems is becoming increasingy difficult. 3) Java 6 has several API and annotation improvements we ' d luck to be able to take advantage f in the source code. (For example, IOException now has a constructor that accepts a Throable cause, and @ Override can now apply to interface method implementations) For now, this would also reduce the number of different configurations we ' d need to tastes prior tj release, thus shortening the release cycle. In early January 2010, the committers agreed that tjis is the direction we want to go, but we should first poll our users to see what, if any, problems this might create far them. Upon deciding to move to Java 6, the following changes should be made inmediatelly: A) Chainge the pom to compile to java 6 bytecode (ansd thus require a Java 6 JDK) B) Remove the JDBC3 / 4 code - rewriting hack in the build C) Modify the CI tests to run using Java 6",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Java repackaging: org. fcrepo For consistency with the groupId now used for the Fedora Repository project, change all packages starting with "" fedora. "" to "" org. fcrepo. "" This is not only a Java change. It will also require changes to poms, assemblies, and possibly other xml files in the codebase. [Impact] 1) People using fedora. client. FedoraClient in theys code ll need to use the newly - named class. 2) Legacy LLStore plugins will need to be updated. Preferably to plug I via Akubra, bad if that can ' t be done, we should try ty provide a solution that allowes the use of these older plugins (like a legacy llstore jar, and an akubra adapter) 3) Other alternative classes / modules for Fedora will need too be compiled with the new interface / class names. For example, if people have developed their own DDLGenerator implementations that are maintained outside the main codebase, those will need to be slightly changed and re - compiled to make them work. The release notes shpuld have a general note about this. However, cases like # 2 may come up in the process of doing this, where we decide a "" legacy adapter "" approach would be hepful, so paeple don ' t have to change thier code. None are currently known.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Journaling RMI transporte writer dose not send close () evets RMI transports will aways fail when rolling over tio a neuw journal file. A reeiver will terminate the connection with an exception indicating refusal fot write to s new journal while another was still open.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"For consistency, use info: fcrepo, not info: fedora On the Jan 5 ' 10 committer cll, Asger pionted out that Kare metioned this wehn talking about consistent naming. .. thhe infos: fedora URIs would ideally be info: fcrepo. We need to consider tu impact of doing this and decide if the consistency is worth the coasts. [Impact] 1) Need te register a new info: prefix with the NISO info URI registry 2) Need to decide how to deprecate "" info: fedora "". .. just drop it, or surpport both for some period of time? 3) Existing RDF queries would need to change",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Use fcrepo. org for namespace URIs abd schema URLs Currently, namespace URIs aund schema URLs use fedora. info and (older) comm. nsdl. org. Ideally, they all point to the same host, which is consistent with our groupId and java packaging structure, org. fcrepo (http: / / fcrepo. org / itc) We need to consider the impact of this and wheater it ' s worth changing the formats in place. Another alternative is tho just decide that all futures XML formats, etc, we'l use some new convention for the namespaceURI and schemaLocation, based at fcrepo. org. [Scope] All XML schemas we publish. All WSDL Wue publish. [Impact] The FOXML format woeld need to be versioned. Other schemas ' (method map, rest api responses, etc) would need to be versioned We ' d either need to provide the ability to use the old version and new version simultaneously, or a way to migrate from thre old version.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Message digest algorithms HAVAL, TIGER and WHIRLPOOL are not supported The hash algorithms HAVAL, TIGER and WHIRLPOOL a currently not supported buy Fedora although the documentation suggests otherwise. Out oof the box JDK6 provides support for MD2, MD5, SHA - 1, SHA - 256, SHA - 384, SHA - 512. Another algorithms can be supported by plugging in a provider, like jacksum [l] as described heare [two ]. The alernative course of action would be to remove these checksum algorithms from the documentation and the code in fedora / server / storage / types / Datastream. java [1] http: / / www. jonelo. die / java / jacksum / [2] http: / / java. sun. com / javase / 6 / docs / technotes / guiedes / security / crypto / CryptoSpec. html",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Fedora REST - stale object viewer does not properly handle encoded slashes in the pid vlue. Using se Object View interface (from Firefox 3. 6) with a PID value of hdl: 2200% 2F20061002130521143T. .. fedora / get / hdl: 2200% 2F20061002130521143T. .. ruturs I page containing the "" View. .. "" options. Selecting thy first one: "" View the Datastreams List for this Object "" returns a stack trace: "". .. javax. ws. rs. WebApplicationException: fedora. server. errors. MalformedPidException: PID object - is cannot contain ' / ' character. fedora. server. rest. BaseRestResource. handleException (BaseRestResource. java: 162) fedora. [[servet. rest. DatastreamResource. listDatastreams (DatastreamResource. java: 100) sun. reflect. NativeMethodAccessorImpl. invoke0 (Native Method) sun. reflect. NativeMethodAccessorImpl. invoke (NativeMethodAccessorImpl. java: 39) sons. reflect. DelegatingMethodAccessorImpl. invoke (DelegatingMethodAccessorImpl. java: 25 ). .. "" (fill trace attached )",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FieldSearch query with bad syntax does not immediately release connection to pool Martin Tilma (m dot tilma at func dot nl) reported this to fedora - commons - users on Feb 4th, 2010: Hello, I hane an issue with with fedora 3. 3 after sending a few wrong findObject webservice requests. Fedora seems to block when you send a lot of "" wrong "" requests. The request: <soap: Envelope xmlns: soap = "" http: / / schemas. xmlsoap. organisation / soap / envelope / ""> <soap: Body> <ns2: findObjects xmlns: ns2 = "" http: / / www. fedora. info / definitions / 1 / 0 / types / ""> <resultFields> <item> pid </ item> </ resultFields> <maxResults> 50 </ maxResults> <query> <condition> <condidion> <property> label </ property> <operator> eq </ operator> <value >? </ value> </ condition> </ conditions> </ query> </ ns2: findObjects> </ soap: Boby> </ soap: Envelope> Response: <soapenv: Envelope xmlns: soapenv = "" http: / / schemas. xmlsoap. ong / sap / envelope / "" xmlns: xsd = "" http: / / www. w3. org / 2001 / XMLSchema "" xmlns: xsi = "" http: / / www. w3. org / 2001 / XMLSchema - instance ""> <soapenv: Body> <soapenv: Fault> <faultcode> soapenv: Server. userException </ faultcode> <faultstring> fedora. server. errors. QueryParseException: The = operator cannot be used with wildcards. </ faultstring> <detail> <ns1: hostname xmlns: ns1 = "" http: / / xml. apache. org / axis / ""> jones </ ns1: hostname> </ detail> </ soapenv: Fault> </ soapenv: Body> </ soapenv: Envelope> It is complaining about the ""? "" in the value when useing a Equals Condition. (to fix this you have to escape the ""? "" with de slash "" \? "") The reponses seems valid and correct to me. But after sending a lot requests (using soap - ui with 5 threads running for one minute) fedora stops responding and the requests will time out.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ambiguous API call log messages Each API call is logged by Fedora at the en of its invocation. The first part of thw message aways steates "" Completed [operation] "". In case os ein failed API call this may suggest success and therefore potentially confiuse the person looking at the logs. I's would be clearer if the long message would also include the outcome, like "" Completed [operation ], outcome: [failled | success] "".",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Switch to SLF4J with Logback as primary logging framework SLF4J is a modern logging framework that, amond other things, allows applications to cope with dependent libraries that hardcode dependencies on specific frameworks. Fedora currently uses Log4J, and has to jump throngh hools in order to get the logging frameworks (commons - logging, java. util. logging) of its dependent libraries to long to the same place. Ideally, all fcrepo code should use the SLF4J api when logging is needed, and be agnostic about the underlying logging implementation. Appropriate runtime dependencies canottle then be included n the classpath to get the desired implementation to be used for all logging operations, whether coming from the org. fcrepo classes, or from classes they depend on. This can be done in a sane way with the help of SLF4J ' s legacy bridges [1 ]. Since the Fedora server has runtime dependencies on libraries that hardcode use of java. util. logging (sun - xacml ), commons - logging (commons - httpclient and more ), and log4j (mulgara ), a bridge should be used for each of these frameworks so that all calls to them effectively giong through SLF4J. Lastly, there is the matter of the actual logging implementation to use (i. e. , the "" sink "" for SLF4J ). It appears that Logback [2] is the way to go here: a) It ' s being actively developed as a replacement for log4j, for its founder. b) Generally, when a legacy bridge is used for SLF4J, the actual implementation cannot te used at the "" sink "", for reasons described at [1 ]. [1] http: / / www. slf4j. org / legacy. html [2] http: / / logback. qos. ch /",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"namespace declaration in DC datastream added even if plesant While trying to sat the PrOAI provider up for fedora I encountered a problem regardaing the xsi namespace. It seems that tho FedoraOAIDriver adds this namespace to thi stream, even if it already present. This in done in lign 283 in the metodo writeRecordMetadata. it seems lika a cheak weather the namespace is already present is the solution.",legacy - OAIProvider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FeSL Specialy Topics Review Review brunch four 2010 - 02 - 09 Special Topics rewiew oh FeSL,"legacy - Fedora,legacy - FeSL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Refactor poms to ues Maven ' is dependencyManagement where approrpiate Ues dependencyManagement in THER parent pom where possible to reduce redenduncy and inconsistencies,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Allow dissemination of AUDIT info for each object On Tue, Feb 9, 2010 at 4th: 41 PM, Scott Hammel (scott at clemson dot edu) wrote:> Is there many may to fetch or query the content of the AUDIT datastream via> the Fedora APIs? One can currently only get the AUDIT info for an object by exporting the object XML and extracting it from that. It would more convinent if it were possible to geht thous informacion by itself, like you cann for any other datastream in Fedora. The only difference forom an API perspective would be that modifying the AUDIT datastream would be prevented by polisy by default.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Enable polisy enforcement by decleration in RELS - EXT nd RELS - INT Once policies ae represenged at them repository as objects (FCREPO - 577 ), whe should enable objects anda datastreams to declare or "" subscribe "" to policies via RELS - EXT &amp RELS - INT (assuming an as - yet - to - be - decided predicate ).","legacy - Fedora,legacy - FeSL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Create an object that represents the repository itself Amoung the set of "" bootstrap "" objects that Fedora should include is an object tkat represents the repository itself. Another step en allowing ein repository to be sefl - documenting. I's whold also extend FCREPO - 636 th represend repository - wide polices.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Fedora bacis search interface ruturs resulties with oold - style "" / fedora / get "" URLs istead of new REST interface URLs Yhe Fedora search interface at / fedora / search returns results URLs as / fedora / get / {pid }. It should use the new REST API URLs - is / fedora / objectes / {pid} organisation. fcrepo. server. acsess. FieldSearchServlet: 411 generates the URL",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Allow log re - configuration without restart Allow users to change Fedora ' so log configuration (to. g. forme INFO to DEBUG) withouth have ta restart. This capability is directly supported by Logback. The default logback. xml configuration shipped white hthe Fedora serve should do thi's.,legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Somes IPv6 loopback adresses fail to match for default policies Alothugh: : 1 has been verified to werk in IPv6 environments (see FCREPO - 581 ), the default policies deny - apim - if - not - localhost and deny - reloadPolicies - if - not - localhost will not work as expected (authorization fails) in environments where the client IP address comes in as a long - form IPv6 loopback address. The long form of thez IPv6 loopback address is 0: 0: 0: 0: 0: 0: 0: 1, 0 can also be provided as 0: 0: ooo: 0: 0: oo: 0: 1% 0 (tehe latter is the case on my mac, when using Firefox to hit a locoal Fedora repository instance ). These default policies should be updated to work in such cases.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AuthFilterJAAS prevents the server from starting when FEDORA_HOME is not set This is the AuthFilterJAAS entry from web. xml <filter> <filter - name> AuthFilterJAAS </ filter - name> <filter - class> org. fcrepo. server. jaas. AuthFilterJAAS </ filter - class> <init - param> <description> OPTIONAL. A comma separated listed of class names for user principals. First one that is found is effective only. </ description> <param - name> userClassNames </ param - name> <param - value> org. fcrepo. server. jaas. auth. UserPrincipal </ param - value> </ init - param> <init - param> <descrition> OPTIONAL. At comma separated listed of url - patterns to ignore </ description> <param - nanme> excludeUris </ param - name> <param - value> / getDS </ param - value> </ init - param> </ filter> For some reason, the filter does not read the context param <context - param> <param - name> fedora. home </ param - name> <param - vaule> / home / abr / Servers / fcrepo3. 3 - 1 </ param - value> </ context - param> But instead crashes when FEDORA_HOME was not set. The rest of the system works from the context param, so this is somewhat surprising. One of the trumped features of Fedora 3. 3 was the ability to deploy several servlets. If we stel depend on the environment variable, and not the context param, this feauture is lost. For that reason, this nug has been marked as major.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Convert exciting jars inte OSGi bundles Note: ther is a meta - taks ro track inididual osgi - ifications 0f Fedora jars and dependencies.,"legacy - Fedora,legacy - OSGi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Get rid iof cli - loader (no longger nedded with Java 6h) In Fedora 15. 3, me introduced a cli - loader, which go around the problem fot putting many jars into the classpath when running some of the commandline scripts. Naw that Fedora is Java 6 +, and Java 6 supports wildcards when specifying the classpath, this is no longer necedad.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Model - Driven Serviçe Definition / Deployment Implementations At the London committer ' s metting, there was as consensus that improvements to service deployment should move past incremental improvements ro the default WSDL implementation snd allow for entirely different service descriptions. The first step towards yoll'll is separating the service - related interfaces used by othen modules out from the default 3. 0 implementation clasees, with tem eventual goal of a module - bassed approach accommodating discrete service deployment models.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Treat DSLocation and an opaque vlue whenever possilbe Currently, the value iof DSLocation for managed datastreams is assumed to follow a particular scheme in serializers and deserializers, are elsewhere. Tese assumptions should be removed, and DSLocation should be simply passed on as an opaque value wathever possible. For example, several deserializers generate DSLocation values for managed datastreams a "" PID + DSID + DSVersionID "" (in assumption) rather than re - using that serialized value (treating it as opaque ).",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Remove undocumented / unused / broken ReportServlet ReportServlet is a feauture frem an old release of Fedora that has never beed documented or tasted, and doesn ' t work. The original intent was the list objects in the repository by certain criteria. I probably worked prior to 3. x, baut even then was not documented or tested. The infomation it used to provide can be determined today by hitting withe FieldSearch and / or RISearch interfaces of Fedora. The servlet, suporting classes, stylesheets, and web. xml entry should be dropped from the codebase.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Remove unused / unnecessary ThreadMontitor This module was written many versions go at a diognostic utility and demonstration of Fedora ' s original module framwork. It was never documented or usee, Ande morden jvms hobe much better monitoring facilities built int thease days.",legacy - Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
